"","V101","evangelical"
"1307",161831651,0
"1308",161831662,0
"1309",161831666,0
"1310",161831693,0
"1311",161831698,1
"1312",161831725,0
"1313",161831969,0
"1314",161832093,0
"1315",161832184,0
"1316",161832225,0
"1317",161832252,1
"1318",161832312,0
"1319",161832342,1
"1320",161832404,0
"1321",161832411,0
"1322",161832437,0
"1323",161832593,0
"1324",161832720,0
"1325",161832783,0
"1326",161832884,0
"1327",161832952,0
"1328",161833009,0
"1329",161833383,1
"1330",161833505,0
"1331",161833801,0
"1332",161833824,0
"1333",161833987,0
"1334",161834133,0
"1335",161834245,0
"1336",161834247,1
"1337",161834278,0
"1338",161834467,0
"1339",161834470,0
"1340",161834591,0
"1341",161834661,0
"1342",161834672,0
"1343",161834766,1
"1344",161834775,0
"1345",161834783,1
"1346",161834801,0
"1347",161835526,0
"1348",161836098,0
"1349",161836101,0
"1350",161836126,0
"1351",161836162,0
"1352",161836164,0
"1353",161836165,0
"1354",161836186,0
"1355",161836210,0
"1356",161836216,0
"1357",161836228,1
"1358",161836234,1
"1359",161836269,0
"1360",161836270,0
"1361",161836339,0
"1362",161836349,0
"1363",161836351,1
"1364",161836356,0
"1365",161836368,0
"1366",161836371,0
"1367",161836382,0
"1368",161836390,0
"1369",161836396,0
"1370",161836434,0
"1371",161836436,0
"1372",161836442,0
"1373",161836466,0
"1374",161836487,0
"1375",161836492,0
"1376",161836501,0
"1377",161836524,1
"1378",161836528,0
"1379",161836543,0
"1380",161836566,1
"1381",161836575,0
"1382",161836583,1
"1383",161836602,0
"1384",161836608,0
"1385",161836682,1
"1386",161836700,0
"1387",161836750,1
"1388",161836767,0
"1389",161836773,0
"1390",161836843,0
"1391",161836863,1
"1392",161836868,0
"1393",161836870,0
"1394",161836899,0
"1395",161836917,0
"1396",161836939,0
"1397",161836973,0
"1398",161836999,0
"1399",161837023,0
"1400",161837029,0
"1401",161837052,0
"1402",161837148,0
"1403",161837160,0
"1404",161837291,0
"1405",161837310,0
"1406",161837311,0
"1407",161837333,0
"1408",161837339,0
"1409",161837366,1
"1410",161837431,0
"1411",161837440,0
"1412",161837475,0
"1413",161837506,0
"1414",161837512,0
"1415",161837521,0
"1416",161837539,0
"1417",161837601,0
"1418",161837648,0
"1419",161837662,0
"1420",161837764,0
"1421",161837812,1
"1422",161837825,0
"1423",161837902,0
"1424",161837925,0
"1425",161837940,0
"1426",161837996,0
"1427",161838050,0
"1428",161838108,0
"1429",161838147,0
"1430",161838169,0
"1431",161838214,0
"1432",161838248,0
"1433",161838290,0
"1434",161838415,0
"1435",161838493,1
"1436",161838646,0
"1437",161838686,1
"1438",161838705,1
"1439",161838748,1
"1440",161838751,0
"1441",161838834,0
"1442",161838871,1
"1443",161838877,0
"1444",161839084,1
"1445",161839191,0
"1446",161839344,0
"1447",161839717,0
"1448",161839743,1
"1449",161839767,1
"1450",161840433,1
"1451",161840581,0
"1452",161840589,0
"1453",161840620,0
"1454",161840826,0
"1455",161840857,0
"1456",161840869,0
"1457",161840913,0
"1458",161841032,0
"1459",161841051,0
"1460",161841141,0
"1461",161841146,0
"1462",161841319,0
"1463",161841323,1
"1464",161841500,0
"1465",161841585,0
"1466",161842307,0
"1467",161842332,0
"1468",161842366,0
"1469",161842376,1
"1470",161842392,1
"1471",161842424,1
"1472",161842425,0
"1473",161842439,1
"1474",161842442,0
"1475",161842448,1
"1476",161842458,0
"1477",161842469,1
"1478",161842490,0
"1479",161842493,0
"1480",161842503,0
"1481",161842507,1
"1482",161842511,1
"1483",161842546,0
"1484",161842553,0
"1485",161842625,0
"1486",161842628,0
"1487",161842636,0
"1488",161842676,1
"1489",161842677,0
"1490",161842681,0
"1491",161842698,1
"1492",161842756,1
"1493",161842763,0
"1494",161842764,0
